student_id,final_test
UWXFGQ,59.0
2TD8YA,93.0
L2JNA0,95.0
FK95PX,73.0
6KGEP3,83.0
ECW4V3,46.0
NH9IV2,76.0
NTRRGT,84.0
TOXU9G,80.0
O85UWP,62.0
7EI506,50.0
R6QDXT,61.0
SO2MZD,57.0
CAY8LV,51.0
XQ79ZR,48.0
AOL6SG,49.0
6ZOEP3,46.0
UPPFIY,39.0
U5QYT4,82.0
DPBXHA,74.0
8PXI3E,38.0
1ZP3VI,60.0
1Z5LON,69.0
X4N1S1,74.0
IM3JW6,65.0
876NF3,54.0
M5GQJ6,94.0
EVUR8G,95.0
GKO7VX,66.0
ZSMWXY,77.0
HI1VQZ,44.0
MJEANH,70.0
R34NLH,57.0
X1CXVP,69.0
A1LZG1,69.0
GU4FSC,70.0
H80LVQ,64.0
AOHOE7,71.0
XACBU2,89.0
Q1NS12,51.0
Z09FA9,49.0
Q77E3W,72.0
J95SMX,70.0
I503FY,74.0
GSVZW9,80.0
7L4OG3,78.0
T5OSB3,63.0
T6MB82,79.0
A67B6D,80.0
MAZIPG,69.0
RRX6JN,82.0
UZA01H,43.0
HE333I,76.0
LYXVMS,75.0
G2QVA3,88.0
WYZEA3,50.0
J1SSEJ,81.0
GSX16R,63.0
M094EZ,32.0
SW0WQ3,80.0
WI0BRI,74.0
3FJ2KY,71.0
8O9X0O,54.0
23VWZ5,83.0
P3HOKH,58.0
H98ZO2,50.0
TAATDW,82.0
O5GACW,66.0
G27C2Q,73.0
597ASD,70.0
STZH0N,91.0
49LXTX,57.0
KCMQJT,43.0
71UH7O,75.0
W5ONEW,90.0
FJHOKP,83.0
VOET93,62.0
HDOYVR,39.0
VX6I7C,73.0
BB9IAI,47.0
2S2HRD,68.0
908EOI,70.0
NKMCWL,74.0
3KILDA,86.0
H1MEZS,71.0
XEAOA6,93.0
3LORYX,55.0
OF36L4,74.0
0XDMIB,62.0
SUJJ7V,85.0
234RVU,74.0
AW2XZT,79.0
7YOFDG,76.0
7HTBRD,68.0
RL22TP,47.0
GX9Z53,71.0
RC4ES3,80.0
5FPO4F,61.0
0NZ1H4,79.0
DGP4B7,59.0
XPQ9IV,64.0
2CY7HM,68.0
GM8JYE,55.0
X263P7,76.0
IA56R4,53.0
8VRR5J,69.0
DGOUJT,58.0
2T2Z6V,63.0
9123Q2,75.0
WFTHJK,95.0
N6B08Y,54.0
SQTWVF,63.0
JKQ61U,36.0
W92D26,73.0
YJG1YF,50.0
WH95DL,46.0
T0ICIZ,79.0
T56YDU,50.0
QULZPY,95.0
4R4CEL,82.0
UY8LOS,47.0
UQV6LG,74.0
9QPLHO,81.0
08WKAL,72.0
6UMV39,69.0
IELCSK,69.0
0CZ0B8,58.0
31N8KN,85.0
JTZL79,52.0
YB8MQJ,51.0
2DXS3W,72.0
3MNHUN,75.0
9RNGUR,52.0
DZL9NZ,38.0
LRJTVH,61.0
2XR2G3,83.0
NGCKV9,57.0
4KHRCE,85.0
O0PS6H,96.0
SD8VXP,73.0
BG0CYX,43.0
CJIAE1,69.0
BG7FMC,74.0
MYYV35,47.0
R6TPD5,53.0
06JSB6,68.0
6178DJ,57.0
SQZ8Z5,91.0
C67NI6,77.0
24TTMZ,70.0
O2138Q,85.0
GV1051,48.0
RAKGKY,62.0
9OWTQ2,61.0
KOV3JN,74.0
23HE5C,47.0
HIZOA1,85.0
WFPE0V,69.0
5B2AR8,93.0
8831N7,54.0
GTYLTK,69.0
X3L5FR,51.0
4BQFPP,73.0
UWYKZ8,73.0
99DMP2,62.0
F6YXY3,45.0
XDYQZ4,51.0
ICHP9J,47.0
8ZNAVQ,49.0
1R0VBB,67.0
1XD8NZ,73.0
JLZ4ZR,44.0
BVU5EA,62.0
I99XHY,65.0
A3CL9Y,59.0
AJJNSG,72.0
C9N9FZ,83.0
PPNRE2,66.0
8Q3QDF,63.0
9RY1GE,93.0
XI3MO5,60.0
340D4F,84.0
BJNZ2B,45.0
BDEVRA,69.0
11ELX5,77.0
Z3UZ05,49.0
LIRBW5,81.0
DCCB88,68.0
M8ZLFG,46.0
753EZU,48.0
O8H5IY,83.0
5DSX94,77.0
GQYAR6,52.0
EZFQFF,82.0
TCFFE9,71.0
37YW76,75.0
KRB7VW,62.0
WSLCQX,91.0
H3ONZ2,66.0
9WBNDW,39.0
CVXS3Z,83.0
RZ0VK0,78.0
OESCAM,65.0
C2PAPY,50.0
IFS85V,90.0
FVDJLG,86.0
D90UEV,78.0
QDLBHA,63.0
PT658N,80.0
WRLYWV,56.0
LWJ048,64.0
71YXTA,58.0
LI1TIU,79.0
BYVX9G,58.0
QM2OU2,51.0
AHXME1,53.0
Q6TL9A,60.0
DLWJS6,76.0
2FM5TM,43.0
0C9QLW,42.0
BRD2JR,81.0
JLDOA2,69.0
LUPB1I,95.0
7VIQ8F,84.0
4UUOZQ,66.0
MUPD7V,45.0
5Y86DK,70.0
9EJG8N,78.0
CGON4I,67.0
TXQW8M,56.0
F544F6,71.0
ZCDDU0,43.0
2PGRK8,68.0
T4A4BH,51.0
X7GGWH,47.0
RWW8FM,51.0
RPVZWK,79.0
OG9CUA,48.0
SD29RL,54.0
39KFZ6,59.0
FYZ3CH,46.0
C4YRG0,76.0
SMAYT8,89.0
3QD1AG,63.0
1VDPRA,92.0
ZPWJU5,59.0
WFTH2K,47.0
G9BIIA,79.0
SLVVEP,65.0
NX13FH,72.0
6AW1EW,68.0
O84BTJ,76.0
58HIHR,70.0
N0Y0BD,66.0
00K64E,53.0
DV4GFT,77.0
ZHGCTG,48.0
AHE0IM,44.0
00X3PW,34.0
4YKB99,80.0
UCDD1X,90.0
7VZCEE,76.0
N0P351,52.0
7FI5S5,78.0
EZZG43,85.0
5XX9PG,82.0
YWIRWV,74.0
SI2A4J,92.0
28CBE0,79.0
LELH4F,68.0
EL6OM0,94.0
LOHDVA,62.0
864VNE,74.0
9DK44K,53.0
CJE56N,55.0
40H1IS,44.0
SJLI6Z,75.0
74DPZI,89.0
XSOMMI,81.0
QEFAJX,70.0
OZX63C,76.0
QEG1W9,74.0
9G7GI4,61.0
JW35PM,67.0
9STDXF,75.0
6FR528,77.0
Z84OZU,60.0
BOAL2I,58.0
5XGHXC,76.0
W4T3QD,63.0
7SD74T,84.0
8R3XQN,49.0
WGH4XP,51.0
HTO170,39.0
T0KMDE,78.0
U2SW9Q,59.0
2SV7WB,41.0
NM9I2X,92.0
CV943P,82.0
GTI8W7,40.0
ATC2NW,61.0
7ML1BM,85.0
9QJ4QK,84.0
QN9XT0,64.0
87A2X8,46.0
Q23ZUK,63.0
H014YN,56.0
SIYYXE,72.0
APR58F,62.0
X98BBF,83.0
TJQEA4,82.0
4G1BI2,51.0
JZ8E4B,67.0
7V39KP,66.0
BQTIIK,69.0
9VAORC,72.0
AYSVGE,67.0
RVXM91,69.0
GHJNTW,66.0
8XV6AZ,93.0
S9ZL6E,75.0
P2TWLA,69.0
BMWO9G,70.0
Q6TOC9,52.0
34RD3U,66.0
3OFI3B,77.0
N2VGLY,48.0
LYTRIB,73.0
LTTCJ0,56.0
Y4B5CO,57.0
CYV5SZ,62.0
C8FB7D,79.0
2SCBJY,68.0
L7A8OC,92.0
8B67I9,72.0
XHRQTY,55.0
J2AL2M,54.0
IOD9ZQ,62.0
F51NKR,77.0
IZI2LJ,81.0
J951KG,77.0
G07DJM,56.0
NDZ9N7,65.0
YH4NLH,66.0
Z94T2L,43.0
PAOBC2,90.0
MO24E7,76.0
IWUKWS,77.0
I6LLVC,55.0
Y00IES,66.0
KQ04UW,82.0
A5X5AL,72.0
M9K9EE,53.0
904N7S,46.0
BII4VB,45.0
DOXKWG,50.0
HWQT73,43.0
VN975N,56.0
O9S69A,80.0
1AYCKK,69.0
PVA0EU,48.0
8G1J7I,70.0
BYAL8Q,51.0
BIV2C4,72.0
K77GO7,72.0
QEBOMB,68.0
OI9D0L,51.0
UAP35I,54.0
0JUGAF,84.0
N10UVE,79.0
3PTL1Q,83.0
5UK2BS,46.0
ODZFFO,53.0
WS0NRP,48.0
7NCCHX,57.0
W6863Z,80.0
FIC4J7,47.0
I29L4G,75.0
AKOPLD,67.0
L86SQT,68.0
PK60TK,61.0
EM7500,75.0
5ES4A7,82.0
DI0I2J,54.0
0F6ZYH,78.0
KE6ZVX,95.0
R360E4,68.0
RUCU9S,89.0
FWHZ6I,75.0
2Y7GQV,63.0
DYYPL1,62.0
6U2UNR,53.0
X97CMR,47.0
LICMM6,49.0
3ZMM3B,48.0
8WB1BU,81.0
M46EXE,72.0
Y7I5AR,70.0
CWGAP0,48.0
VLVGUJ,67.0
DCJIS6,55.0
W0MZUA,75.0
VBDZ9Q,70.0
LTO5SJ,58.0
U2ZBIR,72.0
C96PWQ,76.0
YHC9S2,74.0
2YKWND,47.0
24IFHM,91.0
790AWQ,76.0
AU0GM8,58.0
X2F0KQ,100.0
PN38NF,43.0
RA0QMK,70.0
JXNRMK,62.0
CE9M54,71.0
D9TLDO,59.0
M3PO5M,45.0
LCXOOH,73.0
SOOO3I,78.0
4M797J,48.0
FDJFFY,65.0
ARIO3X,54.0
VITDLI,77.0
81D2VI,57.0
K7W62V,72.0
MGA1GB,93.0
QN7BN7,44.0
I7C6SQ,75.0
X6ZO9C,73.0
7ZZLOH,100.0
K91QCO,77.0
WPLTDL,78.0
AP18X8,79.0
4FMMO6,54.0
B8FUVC,92.0
TGI987,85.0
FBGTE7,59.0
KCRCD1,71.0
EP0SF2,91.0
5CBSX4,81.0
2E9LF4,54.0
PDXVXJ,69.0
AXDK3A,64.0
0RVIEW,72.0
HYID32,80.0
W9FSCO,86.0
26OUG0,59.0
9DJMPZ,75.0
ZYX7M9,91.0
HLQ6T9,73.0
EHV6WA,61.0
T9FSYE,90.0
PLE4GY,77.0
I31VZU,67.0
EO8MWH,59.0
B67A2K,66.0
6DYKTZ,77.0
QGXOTV,61.0
4OY738,80.0
RO6IQI,56.0
BSJG4S,67.0
HSVFWP,67.0
5GCMYD,54.0
PSQNOH,84.0
IUQ972,73.0
KBHKYG,82.0
9O25FT,64.0
42KDEM,93.0
3N2IPL,56.0
FOP6X5,79.0
FW7V8F,73.0
4EK2LP,74.0
RS04X5,75.0
ZA10XB,87.0
QXB2U5,100.0
J5ZJ5V,52.0
PN0EFQ,94.0
8TP8CB,72.0
RYPD0I,64.0
CDNWX3,84.0
K0V4W3,67.0
Q3XJOU,50.0
XWOL59,92.0
CYXUVY,73.0
FRRL6D,57.0
9CHVR0,68.0
UDNFT4,53.0
9RJAV9,44.0
59JJ8K,47.0
SIANF4,63.0
NNB9XJ,64.0
IJFVJL,53.0
Z0F1EU,69.0
NUNGSK,86.0
P3W9FB,48.0
WBU2DI,75.0
2JXCSE,81.0
8RDE7E,83.0
6O5555,63.0
O7JYT9,55.0
9WHH6I,70.0
1Y89XK,62.0
FUT5GP,77.0
6KBVBB,35.0
971CRX,52.0
LF3CIW,83.0
LCU308,71.0
QEJZCK,48.0
WZJ23J,72.0
I2LNTO,50.0
GRJZ1X,59.0
BOUQ4H,70.0
9IYG6I,49.0
CV1JKE,70.0
CDWLGB,61.0
L9J7HK,78.0
BUGNW2,50.0
TO7OYZ,55.0
8FLNHO,48.0
HQ3N99,53.0
RBBUCE,54.0
AFDDDD,95.0
DQ7ADD,84.0
R9251K,95.0
2TDPUY,78.0
ABQKB2,71.0
Y9GQSH,72.0
AEYRTL,55.0
7J8J50,69.0
JBHC91,94.0
PGEH5D,78.0
I62P36,72.0
XG3TZS,62.0
B443K6,39.0
5V6T8H,82.0
17RQXS,85.0
099EMT,78.0
NERHNU,51.0
OWVZM8,44.0
XAF2KN,72.0
K37UW2,83.0
6B3AK7,62.0
31ZUCB,38.0
31DW5V,63.0
4NSF6L,63.0
RGPWOZ,76.0
P8RMTZ,83.0
6OCMLQ,54.0
QEC4QE,57.0
UY5DNB,54.0
CLGDSQ,78.0
AEPWIM,51.0
H3886C,62.0
EZ00EZ,94.0
204GPU,68.0
RJE7U5,59.0
SB2WZ5,53.0
9WSDVH,70.0
GCYOF5,85.0
NOTLE5,57.0
M81ER2,88.0
VHT023,70.0
IL9M18,60.0
LXIZVE,73.0
EDHH7J,61.0
1TU9FZ,59.0
MH5KAO,46.0
NKZAP4,83.0
8XIVQQ,79.0
8R8MJN,77.0
ERSRHV,98.0
2ZEGHV,94.0
8AY6A3,73.0
AGMEUZ,64.0
FSHWVB,62.0
BI7UT9,82.0
0O2HGD,65.0
BCFP3S,69.0
DEHI6L,65.0
B716CG,91.0
EBP0OV,80.0
DLEAHS,86.0
GLUTQQ,51.0
MQSNZ0,91.0
GMCFQT,52.0
8W0E5B,60.0
AUQ89X,53.0
X4TANM,65.0
HPYPBG,78.0
AQ5B2C,80.0
8YPIOQ,49.0
O8K1EZ,48.0
KI9PPA,59.0
KE5BWQ,95.0
69KK61,47.0
PP8H31,55.0
13EE2J,47.0
Z0VAS1,52.0
9FZS52,48.0
DVONYJ,55.0
C1KOJI,71.0
4M1WV1,66.0
YYFK51,83.0
2M5GTG,64.0
YQX3LS,64.0
D6JLQD,69.0
XJTE4T,55.0
62VQKZ,75.0
WAHZ8A,57.0
63VOHT,54.0
992YWU,67.0
Q7HP3N,67.0
WRFO75,80.0
OAXR63,77.0
R7HM27,55.0
2GSMO3,51.0
N5YKWO,85.0
QL6M9Z,73.0
3PBHAT,67.0
BRGL0J,42.0
EPN8UA,54.0
9TR8IW,56.0
5S24ZP,61.0
EL9REI,73.0
B158JJ,97.0
2MUMP1,67.0
OGHKGC,72.0
VF18LD,89.0
GDJZ5O,68.0
S22IOV,74.0
21RTKV,77.0
4FYLMN,52.0
NDLXYS,81.0
SMA1LH,64.0
O66G89,89.0
VT9FV8,77.0
VD05N1,93.0
5Y77ZK,69.0
63RXTH,48.0
CHVJXP,69.0
AR7G58,87.0
85IIET,69.0
AKG56E,45.0
C6U0UV,58.0
PUCJYF,70.0
12JUVZ,74.0
MIGOZ9,82.0
PO9EUU,59.0
K40DVE,49.0
S9V8KG,55.0
VTQR3B,39.0
18E1V9,75.0
EX4UCN,46.0
JICS1B,45.0
XO75B1,81.0
7YTIQZ,93.0
CONGWV,52.0
A1934D,62.0
C5WN55,62.0
N0087V,72.0
1IHWNO,63.0
DTC05Z,65.0
S41H1U,66.0
RUYK1I,78.0
U9Q2I0,73.0
7LSQCP,68.0
PPFQUV,47.0
WVEGJ2,57.0
9FKU3V,58.0
1X8W7W,64.0
8OEUTU,85.0
HBIOBT,81.0
P8G9X8,44.0
2F1519,61.0
JBGA9O,65.0
33J9R5,89.0
I47FYM,75.0
RIYTWP,73.0
Z8S8Q1,82.0
W13SIQ,82.0
OFH340,73.0
OD0BLC,51.0
M40IL2,55.0
SYHR3H,43.0
HADMRW,64.0
KO2VF7,57.0
D6PS0O,53.0
VOSNE5,62.0
YB20QT,81.0
LQJRLD,100.0
MDBIKT,65.0
5Q2J08,52.0
AK3S2U,80.0
2PUBAO,70.0
C46TT9,65.0
X1TJWH,77.0
CISBMM,90.0
R4KWUL,75.0
6RISKW,69.0
TTGWU6,63.0
XPAN90,73.0
S9UP5A,59.0
2ECKKM,67.0
GHO6SG,62.0
W2DRB5,81.0
YYHNKS,69.0
352A7F,75.0
08AA44,63.0
NI5EDN,63.0
THRNXJ,61.0
J1EAR8,65.0
278FHF,100.0
AN3QTK,67.0
18PUBH,65.0
GY2QY4,70.0
4GB8X5,51.0
GIVNQL,60.0
P5F5JN,51.0
GKI02I,42.0
RJZ0NZ,90.0
13EUKC,79.0
RPCSTY,44.0
367K6Q,88.0
103M2N,73.0
K2QAG3,57.0
3E1EU8,43.0
KP4ZG9,76.0
F0527N,52.0
1O0QPP,88.0
BHZMIJ,90.0
YVZPEV,80.0
R1WR4R,68.0
OQSWGK,74.0
ANUEDH,57.0
KBGBUZ,85.0
1K72KC,75.0
7Y07GI,80.0
DIH4NR,69.0
ITHA2X,97.0
1KC093,79.0
BS84F8,66.0
QOXY28,83.0
KNE2K9,91.0
Y3YJL9,59.0
ODTH6L,81.0
HVL3ST,76.0
7R6XAW,48.0
YYQSD3,43.0
U5ZY4Q,55.0
8CDZBF,87.0
J8YDUC,69.0
9OJOGV,84.0
4TVRY4,85.0
8A4IBF,69.0
7KL8VK,68.0
DKATHU,68.0
P4FUDF,89.0
J5S4WW,48.0
ZHY8QK,78.0
9QDG33,86.0
NWTLCI,68.0
Y9ZXG3,64.0
FS5293,84.0
52ZX6M,79.0
VS0L99,74.0
P3TOT0,71.0
PN7DCO,46.0
UQYMZ9,53.0
YV1FC1,72.0
Q7TWGY,61.0
CXFXR5,63.0
O31IU5,83.0
VAGXVD,56.0
5XU4LI,44.0
4EZE4G,79.0
MP9TV3,83.0
66TAYO,84.0
LMHPPX,64.0
WPWT99,83.0
ALUG3Y,61.0
SNHJSE,81.0
TIRWVM,80.0
T8VOLA,44.0
G19JQM,78.0
STVBAZ,77.0
OYJGME,83.0
Z753FP,87.0
6IYEJU,68.0
5P78AL,81.0
ZRDLCB,56.0
4MJZWX,72.0
6EVSHH,52.0
OUPN45,60.0
D9TEKX,47.0
1HMOLA,55.0
GDAT2B,59.0
A9N9DL,91.0
LSP0MD,69.0
ORTXRZ,61.0
XDDAE5,71.0
7STJFH,75.0
AM2575,70.0
QP73NF,92.0
OITKJF,56.0
GUXRAV,88.0
NL5VVQ,65.0
O12IC9,53.0
GTQ6WH,90.0
32HGMC,71.0
7ROQOK,68.0
FU9CPM,77.0
J1W572,80.0
Q05JPZ,60.0
L7RJYX,60.0
3N8W73,79.0
RKVIAV,58.0
AVDROF,82.0
A3DO63,57.0
U9SOUN,64.0
3K4OEN,53.0
YJN81F,71.0
IZXAVO,42.0
9RKT4S,54.0
0P9RPA,54.0
978RD8,86.0
S2P7Z0,87.0
0X92FC,51.0
XXTIBL,66.0
L9NCW4,65.0
KSDXA9,70.0
KM0MS9,70.0
53J9V6,76.0
E596H1,44.0
OV7PYO,76.0
6ENKHB,58.0
QSGKZB,45.0
GOYOMU,64.0
EDS093,79.0
47WI40,63.0
H6LUPQ,72.0
WJG7DZ,77.0
F96MVN,51.0
FWHBUM,81.0
LVIEN0,78.0
1E04KP,58.0
YUN42B,72.0
E89RX1,75.0
HPKXAS,77.0
WYCOB3,43.0
S4PN55,58.0
9OAY17,58.0
N1QZCY,74.0
TU0DNY,98.0
YNWMY9,96.0
KEXN99,72.0
ORGSBS,62.0
ALALLS,83.0
YIU1XH,83.0
TWE8TC,83.0
LJIH84,48.0
U46PRU,54.0
MRVKQO,56.0
19HU7U,64.0
UPN5JF,67.0
9D8DKQ,78.0
T03K17,80.0
H01QU0,79.0
A9C2EN,79.0
JJMTI1,87.0
U65A8I,64.0
5H4LPI,76.0
9H5FNV,34.0
MLUX0I,69.0
0OH5NP,78.0
GR6RQK,61.0
DIDTN9,80.0
X6Z6DN,92.0
IW7CCT,69.0
VT6533,51.0
6PT7Q2,73.0
IYNSNH,71.0
FUBXXW,68.0
ZR8NR1,56.0
E2TJH9,88.0
H0NMA0,63.0
PJGC9Q,73.0
2T2PQX,82.0
46V9XE,55.0
8RO610,88.0
61H1O8,73.0
GILHSK,82.0
UV74FT,52.0
LECWMV,47.0
1WJDFX,47.0
F4H1C7,65.0
EDLXBO,62.0
I8RTOY,49.0
NHHD08,55.0
TRBXW7,43.0
UX9P0Q,51.0
RK1C5D,55.0
JTIU3Y,60.0
9J031K,48.0
5Z66JZ,78.0
I325M5,51.0
K8A2T7,74.0
USF10R,53.0
9OH50L,85.0
3UOMLE,49.0
CJ2ITO,68.0
ESB2C6,54.0
Z9WB6V,49.0
SC2BBY,66.0
MEJBNU,63.0
1F1QO1,71.0
28VDS7,59.0
M1T4OP,66.0
0N6SFC,76.0
GNE42Q,75.0
J3Z2GI,57.0
8LDTFT,64.0
IRM16V,65.0
7B7L40,96.0
IRJNHE,79.0
Q6B2ZH,83.0
U7ANR8,56.0
GWYVNO,54.0
E7P4F8,53.0
SFNQJ3,47.0
ZQ41XS,72.0
G7QDN6,62.0
KCL4Q2,73.0
PS5YUN,92.0
QI9ZDN,40.0
F05V7D,90.0
YUHR0R,67.0
0ANNQ0,92.0
6TUIE5,63.0
OMUMTL,83.0
F28SRS,62.0
391LA5,69.0
VV2XQH,58.0
WD92MP,50.0
B4529X,65.0
6BCPMG,73.0
OT5G69,65.0
D55FHU,68.0
U2ROK4,73.0
Z496VC,84.0
TCXYJE,65.0
NF08KJ,83.0
BS0LM9,54.0
PX2DT2,62.0
DC520G,69.0
E896L7,54.0
3HYLR4,69.0
OGEKVA,60.0
G3IGM6,80.0
JO0L3K,76.0
3T17XE,73.0
HMTY4S,53.0
UUUUSF,53.0
KA5Z0K,55.0
38J477,67.0
19HCIZ,92.0
KV0HWN,44.0
MY5GLX,71.0
ZEPX8D,79.0
HY5HV4,44.0
KLKBD7,71.0
BVH7GV,81.0
RTE40A,70.0
FCVHNK,69.0
0HOIEG,78.0
SCA4Q9,81.0
R4AU8Y,44.0
WR7V0V,49.0
C9DO0Z,69.0
2H63BN,69.0
W7IBRC,48.0
Y91S1B,53.0
1B3QSS,40.0
MQ6Q79,91.0
GZVPEG,47.0
2SEU1Q,47.0
V7GD93,80.0
NNPG2O,75.0
WAII9U,51.0
FTZVDU,80.0
W212XE,86.0
Z7JZ0P,56.0
T6KEHV,47.0
VOGESE,76.0
MWVWCJ,56.0
1OHE42,73.0
ZS3JGB,56.0
O1Q7XE,53.0
SRHDZ5,79.0
KYDS5X,53.0
17QAIG,52.0
8Y1DTU,78.0
C48YY1,56.0
NPLYTI,54.0
0QYPMS,85.0
R3TY6C,72.0
QLIE6Q,65.0
HWXQVC,72.0
RMS8XL,56.0
USCRFO,58.0
UBO5AE,79.0
ZJ5WJC,76.0
FQIZCF,44.0
MM3IK5,59.0
QQZ8WY,54.0
RU5PHJ,78.0
J3O472,53.0
5ADAKJ,70.0
4C8A6W,41.0
07MU61,65.0
SI3ALV,54.0
ZZN1C0,56.0
72Q3FD,69.0
TXQ9SK,64.0
KY9KM8,64.0
D5QUFL,69.0
25VQGB,79.0
9FDT8Y,56.0
ZC4YID,69.0
40Q2IW,77.0
6MS91G,50.0
VGYLWK,82.0
BMEAHG,63.0
JZ35XJ,63.0
UVJL9T,62.0
OZPBJI,47.0
VS0OZZ,53.0
NSIOBH,87.0
NG6YKR,59.0
EJ8H6C,85.0
946R7L,62.0
I7XN8N,78.0
DWVDJQ,62.0
XXSWJ2,58.0
1IZL1M,77.0
Z7NO4C,79.0
KCPPIU,60.0
VJUBK7,48.0
N5RAOJ,63.0
GP70IA,81.0
ZWXE2P,50.0
LDON35,74.0
O1XSXN,94.0
VFUYG8,47.0
CEBNY2,76.0
DYKZ1J,85.0
G0Y0OA,65.0
3U1NCU,83.0
TNF4QB,79.0
OZYVZG,100.0
POYNO4,68.0
IN1VOP,93.0
QZA1DU,82.0
3KEYW5,58.0
NDXRTZ,73.0
703MLI,78.0
XJP0PS,69.0
PHICRY,72.0
JA1P9W,74.0
49CSSF,56.0
XPPOS2,90.0
ZH6V5T,62.0
P8240Q,75.0
LG6O4T,55.0
YE8IHD,78.0
9RQ0TL,78.0
BS4AUN,47.0
28LFVQ,93.0
OQ431V,50.0
QSILBA,67.0
DY5C6Z,67.0
07AOCA,79.0
XENUW1,60.0
4UJFPO,95.0
SNAYT3,59.0
H8UUPB,75.0
PKRBCI,79.0
SQE3OJ,84.0
17QRIE,81.0
NO75NM,56.0
O9NQUG,62.0
IXOZRH,51.0
U940YQ,100.0
JN231Z,56.0
W8NJLZ,73.0
PNOIFT,75.0
W0PRFF,82.0
Q8FOO4,53.0
Z8ZVR6,40.0
OCW13J,79.0
P3HW80,63.0
Y36SBE,42.0
Q47BDT,54.0
ZD2INP,74.0
QUTT42,52.0
5Z9B1N,64.0
D3NP5G,48.0
H65FOC,62.0
5H4S0J,85.0
7L2TVJ,51.0
VHXNKV,97.0
AL4O83,78.0
VA43H6,68.0
MS7F5M,71.0
PSKMHC,48.0
4665GK,45.0
I1BUON,59.0
BDJJSY,70.0
VTM0ZZ,55.0
RRTDSO,62.0
KGKGAE,88.0
48PVUM,59.0
VV4Y6Z,58.0
53PUVU,82.0
DIILG3,49.0
F0LBN1,79.0
5G7J6F,78.0
6WHG1Y,70.0
4XVZJ7,93.0
S168U7,50.0
621JOU,68.0
CJK77Z,47.0
NH76QC,87.0
ZIEA7R,55.0
5O9YZW,51.0
51THMV,59.0
3XYIVJ,62.0
94KVAB,82.0
2YNZVA,51.0
TB0MY6,70.0
VG1P7A,59.0
8ZEDGD,79.0
L2OYQ2,62.0
24W2V6,65.0
D5KQQY,61.0
AN3WJ6,92.0
19HGLH,88.0
S356WT,84.0
PQGZ5K,54.0
UGCN8F,83.0
F10O24,74.0
84Q11H,79.0
C8SF8Y,79.0
YLCPR9,63.0
ZNNDJ9,45.0
2URC7H,50.0
38AHOY,67.0
PLJ17T,65.0
Z4H0D3,83.0
7ARU24,59.0
1SU635,55.0
3QH59J,70.0
JVCOTC,50.0
ESVYQW,50.0
4DVF0V,78.0
CCIRQX,58.0
34AV2A,77.0
46LUKL,50.0
UMFPME,55.0
2KBA9H,62.0
WTO8MY,52.0
IFAGAS,70.0
0ZMWX0,84.0
HWPF0Q,57.0
30E1OY,89.0
MHONSD,62.0
BNWNGA,55.0
UT9LKV,69.0
VLW061,62.0
KEU2FD,90.0
G8SM4E,77.0
8W6IRG,61.0
28O7RC,92.0
G79HUK,74.0
68490Y,43.0
HGL2P9,55.0
23L85I,74.0
TY0JW8,58.0
0LT5QD,74.0
GP0Y8U,72.0
IIX3TX,67.0
CMU5DH,66.0
A3LOVY,58.0
9BHSAA,46.0
RJIIIR,54.0
D4CC93,60.0
RKN88U,57.0
FU8I54,47.0
DYKMH9,90.0
NS8769,82.0
M3G8UM,77.0
HXSBOL,68.0
90PGQJ,54.0
0G8NA5,91.0
6K302K,48.0
DNHJZK,80.0
P5T2KX,95.0
A454QP,54.0
A8P6PY,89.0
REAIHI,82.0
VQRQ4G,71.0
ISGBWM,54.0
EFWZ2V,62.0
0LTFJD,44.0
XQ2Q9F,52.0
2AROHV,65.0
Y7G3SU,65.0
6K37P0,91.0
HQIZO1,79.0
G7C1RQ,74.0
RXAL02,72.0
O6OAQ9,80.0
00LF6D,88.0
3ZZXN4,51.0
ELVVVX,76.0
1DZ3AY,79.0
L3Z0BN,61.0
ZWAGWL,72.0
03VWY9,51.0
NLO23L,52.0
OY58ZJ,55.0
EADK6X,75.0
9IX5Q1,58.0
PWOMSM,73.0
4INBRV,82.0
9BP4H5,80.0
WE3CY6,95.0
ECY6JE,92.0
A8RKYA,69.0
3ZQ1B1,63.0
N13Q10,46.0
OE1CYN,78.0
BYEWMQ,61.0
7AATK4,74.0
ZWPIDL,94.0
LOB4QJ,34.0
OUVT61,48.0
WQ6JUZ,68.0
9YJ2XT,93.0
NB5XBJ,68.0
GXABEB,44.0
BGALGT,65.0
6OHIZO,68.0
KBEKH4,68.0
1Y4DN6,61.0
3BGDAT,62.0
R579X8,72.0
J4GIE4,69.0
N4ZA1R,74.0
3SOUBV,92.0
FTT4DA,78.0
GAOY4D,83.0
AO8NBD,94.0
RB11X7,62.0
Z0TG8W,73.0
RREPHK,88.0
WLQIAG,63.0
QJIRZC,73.0
FS2ZLK,69.0
LYRWMX,53.0
S6Z15Z,55.0
DHGCMD,78.0
SOEPUI,62.0
WQJ1GT,74.0
4COSQU,61.0
832VOW,75.0
IKVSG0,53.0
1YERE9,54.0
95MTSE,62.0
V2JAKO,43.0
N7DIQN,53.0
RBUAUT,77.0
15QX67,50.0
G4L5WU,58.0
7G2DWI,60.0
MZ6OOO,53.0
AT6R1G,71.0
BA35EB,95.0
H4BTD3,68.0
RN9O5B,82.0
B60UPI,55.0
T8TMUG,95.0
