student_id,number_of_siblings,n_male,n_female,age,hours_per_week,attendance_rate,sleep_hours,admission_No,admission_Yes,CCA_Arts,CCA_Clubs,CCA_None,CCA_Sports,learnStyle_Auditory,learnStyle_Visual,gen_Female,gen_Male,tuition_No,tuition_Yes,bag_color_black,bag_color_blue,bag_color_green,bag_color_red,bag_color_white,bag_color_yellow,mode_of_transport_private transport,mode_of_transport_public transport,mode_of_transport_walk
S2P7Z0,0,15.0,5.0,16.0,5.0,91.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
0X92FC,1,17.0,7.0,16.0,8.0,95.0,8,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False
XXTIBL,0,20.0,7.0,15.0,5.0,98.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
L9NCW4,2,3.0,13.0,15.0,6.0,99.0,8,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
KSDXA9,0,5.0,14.0,16.0,9.0,91.0,8,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True
KM0MS9,0,14.0,2.0,16.0,17.0,99.0,8,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
53J9V6,0,18.0,10.0,15.0,12.0,97.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
E596H1,1,10.0,15.0,16.0,14.0,41.0,4,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
OV7PYO,0,14.0,5.0,15.0,13.0,95.0,8,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
6ENKHB,2,16.0,4.0,16.0,19.0,91.0,8,True,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
QSGKZB,1,14.0,10.0,16.0,14.0,91.0,8,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
GOYOMU,0,3.0,24.0,15.0,12.0,94.0,8,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
EDS093,1,12.0,5.0,15.0,10.0,93.0,8,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
47WI40,1,17.0,5.0,15.0,18.0,99.0,8,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
H6LUPQ,2,10.0,4.0,16.0,14.0,93.0,8,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
WJG7DZ,1,13.0,7.0,15.0,9.0,100.0,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False
F96MVN,1,21.0,9.0,15.0,9.0,95.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
FWHBUM,2,9.0,5.0,15.0,7.0,91.0,8,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
LVIEN0,0,12.0,12.0,16.0,8.0,98.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
1E04KP,1,6.0,18.0,16.0,19.0,92.0,8,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False
YUN42B,0,18.0,3.0,16.0,7.0,99.0,8,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
E89RX1,0,13.0,3.0,16.0,6.0,99.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False
HPKXAS,2,10.0,7.0,16.0,7.0,97.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
WYCOB3,2,11.0,13.0,5.0,8.0,99.0,8,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False
S4PN55,1,23.0,5.0,16.0,18.0,97.0,8,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
9OAY17,1,1.0,25.0,16.0,12.0,95.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False
N1QZCY,0,21.0,7.0,15.0,11.0,95.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
TU0DNY,0,1.0,20.0,16.0,9.0,95.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
YNWMY9,0,12.0,6.0,16.0,8.0,97.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
KEXN99,1,20.0,4.0,15.0,9.0,92.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
ORGSBS,1,13.0,14.0,15.0,13.0,97.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
ALALLS,1,14.0,3.0,15.0,5.0,95.0,8,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
YIU1XH,2,6.0,11.0,15.0,6.0,96.0,8,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
TWE8TC,0,15.0,5.0,15.0,10.0,99.0,8,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
LJIH84,1,7.0,23.0,15.0,7.0,94.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
U46PRU,1,27.0,3.0,15.0,8.0,96.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
MRVKQO,1,24.0,7.0,15.0,6.0,99.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True
19HU7U,0,16.0,5.0,15.0,14.0,98.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False
UPN5JF,1,2.0,26.0,15.0,17.0,98.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
9D8DKQ,0,11.0,10.0,16.0,6.0,99.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
T03K17,2,17.0,0.0,16.0,7.0,97.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
H01QU0,1,10.0,7.0,15.0,6.0,95.0,8,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
A9C2EN,1,14.0,3.0,15.0,7.0,92.0,8,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
JJMTI1,0,13.0,4.0,15.0,6.0,92.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
U65A8I,2,14.0,6.0,16.0,9.0,96.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5H4LPI,1,3.0,22.0,15.0,16.0,95.0,8,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
9H5FNV,1,14.0,14.0,15.0,10.0,65.0,6,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
MLUX0I,1,21.0,0.0,15.0,13.0,99.0,8,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True
0OH5NP,0,12.0,8.0,16.0,10.0,95.0,8,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True
GR6RQK,1,14.0,8.0,5.0,13.0,92.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
DIDTN9,2,11.0,8.0,15.0,6.0,99.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
X6Z6DN,1,15.0,6.0,15.0,5.0,98.0,8,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False
IW7CCT,0,16.0,6.0,16.0,12.0,94.0,8,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
VT6533,1,0.0,30.0,15.0,6.0,97.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
6PT7Q2,0,0.0,23.0,16.0,13.0,95.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True
IYNSNH,0,22.0,0.0,15.0,8.0,99.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
FUBXXW,0,4.0,18.0,16.0,8.0,96.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
ZR8NR1,2,13.0,5.0,15.0,5.0,91.0,8,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
E2TJH9,0,11.0,7.0,15.0,8.0,98.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True
H0NMA0,0,10.0,10.0,16.0,18.0,99.0,8,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
PJGC9Q,0,11.0,8.0,15.0,6.0,95.0,8,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
2T2PQX,2,3.0,15.0,15.0,8.0,95.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
46V9XE,2,17.0,1.0,15.0,13.0,91.0,8,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
8RO610,0,13.0,9.0,15.0,6.0,94.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
61H1O8,2,4.0,19.0,16.0,16.0,95.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
GILHSK,0,15.0,9.0,15.0,7.0,91.0,8,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True
UV74FT,2,13.0,9.0,15.0,14.0,91.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
LECWMV,2,15.0,9.0,16.0,4.0,51.0,5,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
1WJDFX,1,2.0,28.0,16.0,12.0,57.0,5,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
F4H1C7,1,18.0,10.0,16.0,5.0,96.0,8,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False
EDLXBO,2,21.0,1.0,16.0,14.0,100.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
I8RTOY,1,22.0,3.0,15.0,9.0,92.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
NHHD08,1,17.0,10.0,16.0,14.0,98.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
TRBXW7,2,11.0,13.0,16.0,12.0,96.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False
UX9P0Q,1,25.0,5.0,16.0,5.0,94.0,8,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True
RK1C5D,1,4.0,26.0,5.0,17.0,92.0,8,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False
JTIU3Y,2,12.0,10.0,15.0,13.0,99.0,8,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
9J031K,1,21.0,4.0,16.0,10.0,95.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
5Z66JZ,0,15.0,1.0,16.0,6.0,95.0,8,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
I325M5,0,12.0,9.0,15.0,9.0,96.0,8,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False
K8A2T7,0,11.0,7.0,16.0,7.0,93.0,8,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False
USF10R,1,12.0,18.0,15.0,5.0,97.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
9OH50L,1,18.0,4.0,16.0,9.0,91.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False
3UOMLE,0,10.0,12.0,15.0,14.0,95.0,6,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False
CJ2ITO,2,15.0,4.0,16.0,13.0,92.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
ESB2C6,1,29.0,1.0,16.0,14.0,91.0,8,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
Z9WB6V,1,8.0,22.0,15.0,14.0,92.0,8,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False
SC2BBY,1,12.0,9.0,15.0,12.0,95.0,8,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
MEJBNU,0,25.0,2.0,15.0,13.0,92.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False
1F1QO1,2,0.0,17.0,15.0,17.0,92.0,8,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False
28VDS7,1,4.0,27.0,15.0,18.0,100.0,8,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
M1T4OP,0,19.0,1.0,16.0,15.0,95.0,8,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
0N6SFC,1,21.0,0.0,15.0,18.0,97.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
GNE42Q,1,14.0,3.0,15.0,9.0,98.0,8,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
J3Z2GI,1,19.0,8.0,15.0,6.0,94.0,8,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True
8LDTFT,1,9.0,18.0,15.0,15.0,95.0,8,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False
IRM16V,0,10.0,11.0,16.0,8.0,95.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
7B7L40,1,8.0,9.0,16.0,7.0,95.0,8,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
IRJNHE,0,18.0,9.0,15.0,7.0,99.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
Q6B2ZH,0,16.0,2.0,16.0,7.0,96.0,8,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False
U7ANR8,0,11.0,11.0,15.0,16.0,99.0,8,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
GWYVNO,1,1.0,29.0,16.0,11.0,97.0,8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
E7P4F8,1,22.0,8.0,16.0,17.0,97.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
SFNQJ3,1,15.0,15.0,16.0,5.0,96.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
ZQ41XS,2,14.0,9.0,15.0,13.0,93.0,8,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
G7QDN6,1,11.0,17.0,16.0,10.0,96.0,8,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
KCL4Q2,2,4.0,16.0,16.0,8.0,100.0,8,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
PS5YUN,0,18.0,4.0,15.0,7.0,91.0,8,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
QI9ZDN,1,15.0,9.0,15.0,10.0,95.0,8,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,True
F05V7D,0,13.0,5.0,16.0,8.0,94.0,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
YUHR0R,0,14.0,7.0,16.0,10.0,93.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
0ANNQ0,0,23.0,0.0,15.0,9.0,98.0,8,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False
6TUIE5,0,27.0,0.0,16.0,14.0,94.0,8,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
OMUMTL,0,12.0,9.0,16.0,8.0,97.0,8,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
F28SRS,1,7.0,18.0,16.0,15.0,98.0,8,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
391LA5,0,0.0,21.0,15.0,15.0,94.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
VV2XQH,0,13.0,7.0,15.0,11.0,93.0,8,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
WD92MP,1,24.0,0.0,15.0,12.0,97.0,8,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False
B4529X,0,7.0,14.0,15.0,17.0,93.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
6BCPMG,2,18.0,1.0,15.0,7.0,97.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
OT5G69,0,13.0,8.0,16.0,18.0,95.0,8,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False
D55FHU,2,7.0,8.0,15.0,7.0,97.0,8,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False
U2ROK4,1,11.0,8.0,15.0,9.0,94.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False
Z496VC,2,15.0,2.0,16.0,9.0,94.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False
TCXYJE,2,13.0,6.0,16.0,15.0,99.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False
NF08KJ,0,1.0,14.0,16.0,9.0,99.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
BS0LM9,0,21.0,0.0,16.0,6.0,99.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
PX2DT2,2,17.0,5.0,16.0,11.0,96.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
DC520G,2,15.0,7.0,16.0,5.0,96.0,8,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False
E896L7,1,25.0,5.0,16.0,19.0,91.0,8,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False
3HYLR4,0,12.0,4.0,15.0,6.0,94.0,8,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
OGEKVA,2,18.0,4.0,16.0,14.0,93.0,8,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
G3IGM6,1,13.0,12.0,15.0,7.0,91.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
JO0L3K,0,5.0,11.0,16.0,5.0,100.0,8,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False
3T17XE,0,8.0,8.0,15.0,9.0,95.0,8,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False
HMTY4S,2,10.0,9.0,16.0,5.0,94.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True
UUUUSF,1,17.0,13.0,15.0,15.0,97.0,8,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False
KA5Z0K,2,13.0,9.0,15.0,6.0,92.0,8,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
38J477,0,17.0,10.0,15.0,13.0,97.0,8,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False
19HCIZ,0,16.0,6.0,16.0,7.0,94.0,8,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True
KV0HWN,2,12.0,12.0,16.0,3.0,48.0,5,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
MY5GLX,2,14.0,5.0,15.0,18.0,91.0,8,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False
ZEPX8D,0,5.0,19.0,15.0,6.0,92.0,8,True,False,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False
HY5HV4,2,22.0,2.0,15.0,10.0,95.0,8,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True
KLKBD7,2,22.0,0.0,15.0,17.0,100.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
BVH7GV,1,17.0,0.0,15.0,7.0,94.0,8,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True
RTE40A,0,14.0,2.0,15.0,14.0,99.0,8,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
FCVHNK,1,18.0,10.0,16.0,6.0,96.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
0HOIEG,2,13.0,1.0,15.0,7.0,92.0,8,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False
SCA4Q9,0,16.0,5.0,16.0,7.0,94.0,8,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False
R4AU8Y,2,22.0,2.0,16.0,10.0,80.0,6,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False
WR7V0V,1,22.0,2.0,15.0,1.0,98.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
C9DO0Z,1,22.0,6.0,15.0,10.0,98.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True
2H63BN,0,1.0,26.0,15.0,9.0,99.0,8,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
W7IBRC,2,5.0,13.0,15.0,12.0,94.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
Y91S1B,1,8.0,17.0,16.0,15.0,91.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1B3QSS,2,3.0,19.0,5.0,5.0,98.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False
MQ6Q79,1,17.0,4.0,15.0,9.0,93.0,8,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True
GZVPEG,1,22.0,8.0,15.0,8.0,92.0,8,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
2SEU1Q,2,2.0,21.0,16.0,9.0,96.0,8,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
V7GD93,1,13.0,4.0,15.0,9.0,94.0,8,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False
NNPG2O,1,12.0,12.0,15.0,12.0,95.0,8,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
WAII9U,1,25.0,4.0,15.0,16.0,95.0,8,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
FTZVDU,0,17.0,2.0,15.0,5.0,95.0,8,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
W212XE,1,10.0,12.0,16.0,9.0,98.0,8,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
Z7JZ0P,2,12.0,4.0,16.0,16.0,99.0,8,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False
T6KEHV,1,27.0,2.0,16.0,5.0,96.0,8,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False
VOGESE,0,2.0,19.0,15.0,10.0,98.0,8,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
MWVWCJ,2,4.0,16.0,16.0,8.0,91.0,8,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
1OHE42,2,14.0,0.0,16.0,6.0,100.0,8,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False
ZS3JGB,2,13.0,3.0,16.0,18.0,98.0,8,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False
O1Q7XE,2,14.0,8.0,15.0,16.0,96.0,8,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
SRHDZ5,0,10.0,18.0,16.0,7.0,98.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False
KYDS5X,1,14.0,16.0,16.0,8.0,95.0,8,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
17QAIG,1,24.0,6.0,16.0,17.0,94.0,8,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True
8Y1DTU,1,18.0,7.0,16.0,6.0,95.0,8,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
C48YY1,0,15.0,7.0,15.0,13.0,98.0,8,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
NPLYTI,2,15.0,5.0,16.0,18.0,95.0,8,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True
0QYPMS,1,12.0,10.0,15.0,8.0,91.0,8,False,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False
R3TY6C,2,13.0,9.0,15.0,20.0,98.0,8,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
QLIE6Q,2,14.0,2.0,15.0,7.0,93.0,8,False,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False
HWXQVC,1,15.0,5.0,16.0,13.0,93.0,8,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False
RMS8XL,2,22.0,0.0,15.0,20.0,95.0,8,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
USCRFO,2,15.0,5.0,16.0,14.0,96.0,8,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
UBO5AE,2,11.0,6.0,15.0,8.0,95.0,8,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False
ZJ5WJC,1,10.0,7.0,16.0,8.0,91.0,8,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True
FQIZCF,1,19.0,9.0,15.0,8.0,72.0,6,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False
MM3IK5,0,21.0,1.0,16.0,11.0,97.0,8,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
QQZ8WY,1,3.0,27.0,16.0,13.0,93.0,8,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
